n_path,n_weight,n_name,n_description,n_type,n_pictures,n_pic_width,n_pic_height,n_new_width,n_new_height,n_new_size,n,image_emotion_n.started_mean,image_emotion_n.started_raw,image_emotion_n.started_std,image_emotion_n.stopped_raw,order
Resources\Pictures\,Negative\,8179.0,bungee jump,.jpg,Resources\Pictures\Negative\8179.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1468.035888671875,1468.035888671875,0.0,,16.0
Resources\Pictures\,Negative\,9280.0,pollution,.jpg,Resources\Pictures\Negative\9280.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1587.9334716796875,1587.9334716796875,0.0,,28.0
Resources\Pictures\,Negative\,9341.0,child in garbage river,.jpg,Resources\Pictures\Negative\9341.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1418.08935546875,1418.08935546875,0.0,,11.0
Resources\Pictures\,Negative\,9584.0,dentist,.jpg,Resources\Pictures\Negative\9584.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1458.0361328125,1458.0361328125,0.0,,15.0
Resources\Pictures\,Negative\,9592.0,syringe,.jpg,Resources\Pictures\Negative\9592.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1517.98583984375,1517.98583984375,0.0,,21.0
Resources\Pictures\,Negative\,1201.0,spider on shoulder,.jpg,Resources\Pictures\Negative\1201.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1428.0634765625,1428.0634765625,0.0,,12.0
Resources\Pictures\,Negative\,1726.0,roaring tiger,.jpg,Resources\Pictures\Negative\1726.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1597.9395751953125,1597.9395751953125,0.0,,29.0
Resources\Pictures\,Negative\,1931.0,shark,.jpg,Resources\Pictures\Negative\1931.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1537.9764404296875,1537.9764404296875,0.0,,23.0
Resources\Pictures\,Negative\,2100.0,angry man,.jpg,Resources\Pictures\Negative\2100.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1557.9486083984375,1557.9486083984375,0.0,,25.0
Resources\Pictures\,Negative\,2110.0, angry man 2,.jpg,Resources\Pictures\Negative\2110.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1398.0784912109375,1398.0784912109375,0.0,,9.0
Resources\Pictures\,Negative\,2692.0,bomb,.jpg,Resources\Pictures\Negative\2692.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1368.1104736328125,1368.1104736328125,0.0,,6.0
Resources\Pictures\,Negative\,6000.0,prison  ,.jpg,Resources\Pictures\Negative\6000.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1408.092529296875,1408.092529296875,0.0,,10.0
Resources\Pictures\,Negative\,9560.0,bird in oil,.jpg,Resources\Pictures\Negative\9560.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,1478.025146484375,1478.025146484375,0.0,,17.0

extraInfo
participant,es
session,003
date,2019_Oct_08_1131
expName,EmotionSession
psychopyVersion,3.1.3
frameRate,60.03475931041705
