p_path,p_weight,p_name,p_description,p_type,p_pictures,p_pic_width,p_pic_height,p_new_width,p_new_height,p_new_size,n,image_emotion_p.started_mean,image_emotion_p.started_raw,image_emotion_p.started_std,image_emotion_p.stopped_raw,order
Resources\Pictures\,Positive\,1601,man feeding giraffe,.jpg,Resources\Pictures\Positive\1601.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,446.8324279785156,446.8324279785156,0.0,,31.0
Resources\Pictures\,Positive\,2005,smiling man,.jpg,Resources\Pictures\Positive\2005.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,136.9291534423828,136.9291534423828,0.0,,0.0
Resources\Pictures\,Positive\,2010,smiling man 2,.jpg,Resources\Pictures\Positive\2010.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,256.8270263671875,256.8270263671875,0.0,,12.0
Resources\Pictures\,Positive\,2058,baby holding hand,.jpg,Resources\Pictures\Positive\2058.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,406.84259033203125,406.84259033203125,0.0,,27.0
Resources\Pictures\,Positive\,2071,baby smiling,.jpg,Resources\Pictures\Positive\2071.jpg,1024,768,1.9,1,"(1.9, 1)",1.0,236.82882690429688,236.82882690429688,0.0,,10.0

extraInfo
participant,ka
session,003
date,2019_Oct_05_1055
expName,EmotionSession
psychopyVersion,3.2.3
frameRate,59.787908332024365
