WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,n,key_resp_stress_part_two.keys_raw,key_resp_stress_part_two.rt_mean,key_resp_stress_part_two.rt_raw,key_resp_stress_part_two.rt_std,key_resp_stress_part_two.started_mean,key_resp_stress_part_two.started_raw,key_resp_stress_part_two.started_std,key_resp_stress_part_two.stopped_raw,order
brown,orange,orange,brown,left,1.0,'left',1.1771266460418701,1.1771266460418701,0.0,918.8704223632812,918.8704223632812,0.0,,115.0
brown,purple,purple,brown,left,1.0,'left',2.0852653980255127,2.0852653980255127,0.0,1000.9142456054688,1000.9142456054688,0.0,,168.0
grey,black,black,grey,left,1.0,'left',3.03791880607605,3.03791880607605,0.0,1061.942626953125,1061.942626953125,0.0,,205.0
grey,red,red,grey,left,1.0,'left',0.8822273015975952,0.8822273015975952,0.0,887.42236328125,887.42236328125,0.0,,93.0
grey,blue,blue,grey,left,1.0,'left',1.0938987731933594,1.0938987731933594,0.0,998.4646606445312,998.4646606445312,0.0,,166.0
grey,green,green,grey,left,1.0,'left',1.290078043937683,1.290078043937683,0.0,983.6234741210938,983.6234741210938,0.0,,155.0
grey,magenta,magenta,grey,left,1.0,'left',1.0340945720672607,1.0340945720672607,0.0,992.1334838867188,992.1334838867188,0.0,,161.0
grey,cyan,cyan,grey,left,1.0,'left',1.1522153615951538,1.1522153615951538,0.0,1080.8343505859375,1080.8343505859375,0.0,,217.0
grey,yellow,yellow,grey,left,1.0,'left',1.0371085405349731,1.0371085405349731,0.0,842.7374877929688,842.7374877929688,0.0,,61.0
grey,orange,orange,grey,left,1.0,'left',2.02091121673584,2.02091121673584,0.0,941.545654296875,941.545654296875,0.0,,129.0
grey,purple,purple,grey,left,1.0,'left',1.0451740026474,1.0451740026474,0.0,1058.2403564453125,1058.2403564453125,0.0,,202.0
grey,brown,brown,grey,left,1.0,'left',1.1992652416229248,1.1992652416229248,0.0,1059.30029296875,1059.30029296875,0.0,,203.0
black,red,red,black,left,1.0,'left',1.4671757221221924,1.4671757221221924,0.0,1066.0294189453125,1066.0294189453125,0.0,,207.0
black,blue,blue,black,left,1.0,'left',1.1871826648712158,1.1871826648712158,0.0,917.662353515625,917.662353515625,0.0,,114.0
black,green,green,black,left,1.0,'left',1.292374849319458,1.292374849319458,0.0,990.8171997070312,990.8171997070312,0.0,,160.0
black,magenta,magenta,black,left,1.0,'left',3.8094115257263184,3.8094115257263184,0.0,1046.0120849609375,1046.0120849609375,0.0,,196.0
black,cyan,cyan,black,left,1.0,'left',2.329674005508423,2.329674005508423,0.0,851.7538452148438,851.7538452148438,0.0,,69.0
black,yellow,yellow,black,left,1.0,'left',0.9901120066642761,0.9901120066642761,0.0,850.7465209960938,850.7465209960938,0.0,,68.0
black,orange,orange,black,left,1.0,'left',1.470985770225525,1.470985770225525,0.0,766.9625854492188,766.9625854492188,0.0,,12.0
black,purple,purple,black,left,1.0,'left',1.8553115129470825,1.8553115129470825,0.0,763.7872924804688,763.7872924804688,0.0,,10.0
black,brown,brown,black,left,1.0,'left',2.040102481842041,2.040102481842041,0.0,808.7874755859375,808.7874755859375,0.0,,40.0
black,grey,grey,black,left,1.0,'left',1.0560569763183594,1.0560569763183594,0.0,923.6124877929688,923.6124877929688,0.0,,118.0

extraInfo
participant,dominik
session,001
startTime,
date,2019_Aug_26_1436
expName,MTEC_paradigm
psychopyVersion,3.1.3
frameRate,148.16351323223356
