Tick,Color,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,participant,session,date,expName,psychopyVersion,frameRate,
110,green,0,109,109,109,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
111,green,0,110,110,110,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
112,green,0,111,111,111,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
113,green,0,112,112,112,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
114,green,0,113,113,113,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
115,green,0,114,114,114,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
116,green,0,115,115,115,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
117,green,0,116,116,116,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
118,green,0,117,117,117,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
119,green,0,118,118,118,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
120,green,0,119,119,119,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
121,green,0,120,120,120,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
122,green,0,121,121,121,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
123,green,0,122,122,122,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
124,green,0,123,123,123,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
125,green,0,124,124,124,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
126,green,0,125,125,125,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
127,green,0,126,126,126,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
128,green,0,127,127,127,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
129,green,0,128,128,128,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
130,green,0,129,129,129,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
131,green,0,130,130,130,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
132,green,0,131,131,131,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
133,green,0,132,132,132,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
134,green,0,133,133,133,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
135,green,0,134,134,134,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
136,green,0,135,135,135,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
137,green,0,136,136,136,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
138,green,0,137,137,137,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
139,green,0,138,138,138,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
140,green,0,139,139,139,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
141,green,0,140,140,140,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
142,green,0,141,141,141,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
143,green,0,142,142,142,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
144,green,0,143,143,143,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
145,green,0,144,144,144,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
146,green,0,145,145,145,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
147,green,0,146,146,146,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
148,green,0,147,147,147,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
149,green,0,148,148,148,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
150,green,0,149,149,149,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
151,green,0,150,150,150,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
152,green,0,151,151,151,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
153,green,0,152,152,152,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
154,green,0,153,153,153,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
155,green,0,154,154,154,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
156,green,0,155,155,155,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
157,green,0,156,156,156,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
158,green,0,157,157,157,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
159,green,0,158,158,158,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
160,green,0,159,159,159,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
161,green,0,160,160,160,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
162,green,0,161,161,161,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
163,green,0,162,162,162,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
164,green,0,163,163,163,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
165,green,0,164,164,164,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
166,green,0,165,165,165,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
167,green,0,166,166,166,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
168,green,0,167,167,167,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
169,green,0,168,168,168,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
170,green,0,169,169,169,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
171,green,0,170,170,170,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
172,green,0,171,171,171,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
173,green,0,172,172,172,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
174,green,0,173,173,173,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
175,green,0,174,174,174,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
176,green,0,175,175,175,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
177,green,0,176,176,176,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
178,green,0,177,177,177,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
179,green,0,178,178,178,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
180,green,0,179,179,179,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
181,green,0,180,180,180,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
182,green,0,181,181,181,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
183,green,0,182,182,182,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
184,green,0,183,183,183,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
185,green,0,184,184,184,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
186,green,0,185,185,185,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
187,green,0,186,186,186,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
188,green,0,187,187,187,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
189,green,0,188,188,188,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
190,green,0,189,189,189,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
191,green,0,190,190,190,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
192,green,0,191,191,191,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
193,green,0,192,192,192,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
194,green,0,193,193,193,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
195,green,0,194,194,194,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
196,green,0,195,195,195,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
197,green,0,196,196,196,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
198,green,0,197,197,197,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
199,green,0,198,198,198,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
200,green,0,199,199,199,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
201,green,0,200,200,200,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
202,green,0,201,201,201,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
203,green,0,202,202,202,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
204,green,0,203,203,203,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
205,green,0,204,204,204,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
206,green,0,205,205,205,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
207,green,0,206,206,206,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
208,green,0,207,207,207,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
209,green,0,208,208,208,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
210,green,0,209,209,209,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
211,green,0,210,210,210,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
212,green,0,211,211,211,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
213,green,0,212,212,212,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
214,green,0,213,213,213,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
215,green,0,214,214,214,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
216,green,0,215,215,215,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
217,green,0,216,216,216,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
218,green,0,217,217,217,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
219,green,0,218,218,218,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
220,green,0,219,219,219,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
221,green,0,220,220,220,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
222,green,0,221,221,221,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
223,green,0,222,222,222,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
224,green,0,223,223,223,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
225,green,0,224,224,224,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
226,green,0,225,225,225,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
227,green,0,226,226,226,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
228,green,0,227,227,227,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
229,green,0,228,228,228,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
230,green,0,229,229,229,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
231,green,0,230,230,230,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
232,green,0,231,231,231,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
233,green,0,232,232,232,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
234,green,0,233,233,233,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
235,green,0,234,234,234,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
236,green,0,235,235,235,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
237,green,0,236,236,236,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
238,green,0,237,237,237,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
239,green,0,238,238,238,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
240,red,0,239,239,239,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
241,red,0,240,240,240,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
242,red,0,241,241,241,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
243,red,0,242,242,242,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
244,red,0,243,243,243,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
245,red,0,244,244,244,,,,,,001,2019_Aug_08_2005,MTEC_paradigm,3.1.3,147.79278859086196,
